last_name, first_name,player_id,year,woba,out_zone_swing,out_zone,in_zone_swing,in_zone,
Abreu, Jose,547989,2018,.337,389,1117,644,991,
Stripling, Ross,548389,2018,.080,19,43,41,69,
Diaz, Elias,553869,2018,.340,147,549,364,549,
Narvaez, Omar,553882,2018,.348,126,626,432,685,
Astudillo, Willians,553902,2018,.379,62,159,106,139,
Machado, Dixon,553988,2018,.244,112,435,303,488,
Suarez, Eugenio,553993,2018,.376,267,1227,817,1197,
Wheeler, Zack,554430,2018,.183,41,87,68,107,
Polanco, Gregory,570256,2018,.353,293,1196,705,1008,
Santana, Domingo,570267,2018,.319,138,486,293,428,
Gonzalez, Erik,570481,2018,.294,85,272,169,233,
Urshela, Gio,570482,2018,.270,24,85,64,90,
Sanchez, Yolmer,570560,2018,.297,413,1317,845,1306,
Urena, Jose,570632,2018,.057,41,79,64,100,
Schoop, Jonathan,570731,2018,.290,370,948,633,818,
Villanueva, Christian,570799,2018,.323,263,772,557,741,
Adams, Matt,571431,2018,.334,230,690,404,566,
Altherr, Aaron,571437,2018,.282,132,581,383,564,
Arenado, Nolan,571448,2018,.391,420,1389,871,1201,
Barnhart, Tucker,571466,2018,.307,254,1031,640,924,
Bour, Justin,571506,2018,.324,295,1113,558,954,
Corbin, Patrick,571578,2018,.195,34,112,76,135,
Cuevas, Noel,571595,2018,.254,85,239,214,271,
Davidson, Matt,571602,2018,.321,273,1089,685,1029,
Farmer, Kyle,571657,2018,.278,45,147,74,125,
Freitas, David,571679,2018,.262,41,199,160,211,
Gennett, Scooter,571697,2018,.362,477,1313,831,1125,
Goodwin, Brian,571718,2018,.311,90,403,211,382,
Hamilton, Billy,571740,2018,.277,274,1021,760,1111,
Haniger, Mitch,571745,2018,.367,305,1358,830,1355,
Hernandez, Enrique,571771,2018,.342,216,947,575,873,
Holt, Brock,571788,2018,.338,143,724,410,746,
Kieboom, Spencer,571851,2018,.290,47,253,185,276,
Lamb, Jake,571875,2018,.290,116,477,298,495,
Maile, Luke,571912,2018,.310,117,488,291,461,
Marrero, Deven,571918,2018,.196,50,172,98,144,
Matz, Steven,571927,2018,.186,35,112,72,109,
Mikolas, Miles,571945,2018,.181,44,94,81,127,
Muncy, Max,571970,2018,.407,199,1055,556,980,
Murphy, John Ryan,571974,2018,.265,142,463,283,446,
Myers, Wil,571976,2018,.328,226,736,435,678,
Naquin, Tyler,571980,2018,.282,117,314,219,330,
Owings, Chris,572008,2018,.250,198,583,364,534,
Phegley, Josh,572033,2018,.259,67,212,112,176,
Piscotty, Stephen,572039,2018,.351,373,1087,776,1069,
Pollock, AJ,572041,2018,.338,246,850,580,864,
Rickard, Joey,572073,2018,.309,135,441,291,457,
Seager, Kyle,572122,2018,.288,350,1278,824,1209,
Susac, Andrew,572180,2018,.116,6,43,47,66,
Taylor, Michael A.,572191,2018,.280,224,747,558,767,
Thompson, Trayce,572204,2018,.162,85,303,180,300,
Voit III, Luke,572228,2018,.447,87,352,243,322,
Walker, Christian,572233,2018,.264,43,123,87,101,
Zunino, Mike,572287,2018,.288,270,882,573,830,
Erlin, Robbie,572362,2018,.212,9,30,35,62,
Goins, Ryan,572365,2018,.246,60,205,152,236,
Adams, Lane,572669,2018,.369,15,55,34,51,
Carpenter, Matt,572761,2018,.375,274,1473,796,1374,
Dickerson, Corey,572816,2018,.341,438,1049,739,935,
Dozier, Brian,572821,2018,.304,319,1359,704,1226,
Saladino, Tyler,573135,2018,.302,63,262,170,296,
Straily, Dan,573185,2018,.275,12,80,49,91,
Contreras, Willson,575929,2018,.321,340,1088,713,1031,
Gyorko, Jedd,576397,2018,.333,224,827,510,758,
Iglesias, Jose,578428,2018,.304,338,858,510,832,
Travis, Devon,581527,2018,.283,205,696,468,693,
Hechavarria, Adeiny,588751,2018,.268,210,556,407,550,
Torreyes, Ronald,591720,2018,.287,63,169,135,194,
Osuna, Jose,591741,2018,.276,63,194,147,215,
Valera, Breyvic,591971,2018,.256,28,138,83,138,
Austin, Tyler,592122,2018,.325,173,585,396,541,
Bryant, Kris,592178,2018,.359,269,920,575,814,
Canha, Mark,592192,2018,.334,237,869,518,851,
Casali, Curt,592200,2018,.347,63,273,195,285,
Castellanos, Nick,592206,2018,.363,459,1292,884,1147,
Cowart, Kaleb,592230,2018,.203,80,254,156,224,
DeShields, Delino,592261,2018,.271,172,781,467,791,
Drury, Brandon,592273,2018,.236,45,167,102,169,
Foltynewicz, Mike,592314,2018,.052,44,97,92,135,
Gamel, Ben,592325,2018,.323,142,612,347,579,
Gausman, Kevin,592332,2018,.146,10,54,50,74,
Goodrum, Niko,592348,2018,.322,292,1022,674,932,
Gray, Jon,592351,2018,.115,30,103,69,125,
Healy, Ryon,592387,2018,.296,340,1009,570,907,
Holaday, Bryan,592407,2018,.228,99,314,200,310,
Jones, JaCoby,592444,2018,.274,320,909,593,861,
Judge, Aaron,592450,2018,.391,248,1182,608,940,
Kingham, Nick,592468,2018,.141,10,44,35,64,
Machado, Manny,592518,2018,.377,389,1363,846,1164,
Moran, Colin,592567,2018,.322,232,868,626,854,
Pederson, Joc,592626,2018,.354,274,932,555,870,
Ray, Robbie,592662,2018,.075,19,69,57,103,
Realmuto, J.T.,592663,2018,.353,256,987,703,1052,
Renfroe, Hunter,592669,2018,.338,266,898,535,815,
Rivera, Yadiel,592680,2018,.219,90,335,208,305,
Robinson, Drew,592685,2018,.265,44,283,169,293,
Rosario, Eddie,592696,2018,.340,478,1142,718,923,
Simmons, Andrelton,592743,2018,.326,234,988,662,986,
Smith, Caleb,592761,2018,.120,19,39,38,54,
Syndergaard, Noah,592789,2018,.137,35,93,61,95,
Taillon, Jameson,592791,2018,.079,35,95,77,131,
Toles, Andrew,592808,2018,.245,20,46,47,55,
Velasquez, Vince,592826,2018,.207,21,68,67,94,
Wilkerson, Stevie,592859,2018,.208,28,83,71,97,
Williams, Mason,592863,2018,.315,70,224,177,249,
Williams, Trevor,592866,2018,.128,14,61,69,120,
Yelich, Christian,592885,2018,.422,328,1314,792,1215,
Merrifield, Whit,593160,2018,.349,405,1395,899,1328,
Martinez, Carlos,593372,2018,.262,26,57,44,69,
Bogaerts, Xander,593428,2018,.373,322,1207,697,1150,
Castro, Daniel,593495,2018,.186,42,92,62,87,
Torres, Ramon,593527,2018,.188,12,52,42,61,
Bonifacio, Jorge,593528,2018,.296,121,575,395,535,
Alberto, Hanser,593643,2018,.225,22,48,42,55,
Brito, Socrates,593647,2018,.213,33,86,54,84,
Hanson, Alen,593700,2018,.296,201,575,416,554,
Polanco, Jorge,593871,2018,.336,156,709,438,692,
Sano, Miguel,593934,2018,.295,191,673,359,551,
Briceno, Jose,593993,2018,.300,112,259,161,222,
Herrera, Rosell,594011,2018,.266,132,572,384,554,
Difo, Wilmer,594694,2018,.280,293,974,575,840,
Calhoun, Kole,594777,2018,.283,304,1122,751,1023,
deGrom, Jacob,594798,2018,.180,47,126,86,128,
Duvall, Adam,594807,2018,.277,271,857,547,784,
Eaton, Adam,594809,2018,.358,201,754,445,721,
Garcia, Greg,594824,2018,.276,67,368,270,435,
Gattis, Evan,594828,2018,.311,265,915,532,798,
Gosselin, Phil,594838,2018,.217,14,46,38,66,
Palka, Daniel,594953,2018,.329,290,970,608,867,
Schebler, Scott,594988,2018,.337,276,854,587,721,
Gerber, Mike,595222,2018,.141,20,90,67,102,
Kiermaier, Kevin,595281,2018,.282,228,727,455,630,
Knapp, Andrew,595284,2018,.273,101,445,317,441,
Reinheimer, Jack,595373,2018,.224,16,75,47,78,
Riddle, JT,595375,2018,.282,196,616,437,623,
Wallach, Chad,595453,2018,.250,34,107,67,100,
Alfaro, Jorge,595751,2018,.314,285,658,528,674,
Profar, Jurickson,595777,2018,.341,365,1210,771,1129,
Baez, Javier,595879,2018,.366,557,1279,735,951,
Bird, Greg,595885,2018,.291,167,661,422,631,
Cave, Jake,595909,2018,.332,200,624,415,622,
Gallagher, Cam,595956,2018,.242,27,128,89,135,
Hedges, Austin,595978,2018,.301,216,654,421,644,
Kramer, Kevin,596012,2018,.144,37,86,52,69,
Lindor, Francisco,596019,2018,.368,468,1570,885,1306,
Odor, Rougned,596059,2018,.325,341,1033,619,946,
Slater, Austin,596103,2018,.287,128,460,305,462,
Smith Jr., Dwight,596105,2018,.353,28,152,100,153,
Story, Trevor,596115,2018,.384,371,1303,911,1247,
Swihart, Blake,596119,2018,.271,107,395,270,403,
Vogelbach, Daniel,596129,2018,.310,44,228,104,193,
Weaver, Luke,596133,2018,.153,23,67,61,94,
Sanchez, Gary,596142,2018,.304,259,866,411,658,
Cuthbert, Cheslor,596144,2018,.263,85,263,147,212,
Kepler, Max,596146,2018,.316,248,1183,739,1137,
Quinn, Roman,596451,2018,.316,74,285,197,272,
Franco, Maikel,596748,2018,.328,271,844,575,791,
Choi, Ji Man,596847,2018,.367,98,491,278,426,
Bradley Jr., Jackie,598265,2018,.310,245,1052,780,1113,
O'Brien, Peter,598284,2018,.366,35,145,107,173,
Herrera, Dilson,599096,2018,.295,61,213,133,204,
Motter, Taylor,600301,2018,.219,8,63,51,87,
La Stella, Tommy,600303,2018,.300,83,350,246,375,
Severino, Pedro,600474,2018,.221,129,407,280,419,
Nunez, Renato,600524,2018,.322,173,527,346,510,
Candelario, Jeimer,600869,2018,.311,358,1398,782,1275,
Pivetta, Nick,601713,2018,.125,16,53,47,94,
Rondon, Jose,602922,2018,.319,75,229,146,222,
Ahmed, Nick,605113,2018,.300,324,1080,746,1043,
Anderson, Brian,605119,2018,.333,301,1288,920,1349,
Barnes, Austin,605131,2018,.281,84,453,273,542,
Bell, Josh,605137,2018,.336,308,1332,706,1031,
Betts, Mookie,605141,2018,.449,217,1340,699,1235,
Caratini, Victor,605170,2018,.268,94,377,266,417,
Davis, J.D.,605204,2018,.218,62,215,149,205,
Fisher, Derek,605233,2018,.251,26,146,111,191,
Garcia, Aramis,605244,2018,.341,50,141,87,126,
Marjama, Mike,605357,2018,.177,8,43,42,58,
Martini, Nick,605361,2018,.357,77,389,201,357,
Musgrove, Joe,605397,2018,.154,21,49,40,61,
Nola, Aaron,605400,2018,.059,13,93,79,171,
Panik, Joe,605412,2018,.280,145,736,484,747,
Perez, Michael,605421,2018,.298,43,145,107,154,
Rodriguez, Dereck,605446,2018,.094,26,54,53,70,
Smith, Mallex,605480,2018,.339,266,1022,756,1039,
Spangenberg, Cory,605486,2018,.290,219,672,406,618,
Suarez, Andrew,605498,2018,.082,23,72,58,103,
Tilson, Charlie,605508,2018,.282,69,212,153,227,
Tomlinson, Kelby,605509,2018,.239,71,261,220,313,
Tucker, Preston,605512,2018,.306,89,361,265,354,
Zimmer, Bradley,605548,2018,.270,48,184,135,195,
Arcia, Orlando,606115,2018,.253,223,634,469,673,
Tapia, Raimel,606132,2018,.310,21,60,39,44,
Hernandez, Teoscar,606192,2018,.328,306,1083,739,1025,
Peraza, Jose,606299,2018,.319,387,1164,756,1127,
Marte, Ketel,606466,2018,.330,270,1123,727,1052,
Greiner, Grayson,606988,2018,.279,55,218,144,242,
Nimmo, Brandon,607043,2018,.385,183,1127,707,1134,
Peterson, Jace,607054,2018,.286,116,571,329,526,
Turner, Trea,607208,2018,.331,338,1458,950,1466,
Romano, Sal,607219,2018,.059,24,68,54,93,
Gant, John,607231,2018,.131,15,54,45,78,
Lopez, Raffy,607257,2018,.236,49,225,159,228,
Smith, Kevan,607345,2018,.322,111,342,239,337,
Rua, Ryan,607387,2018,.248,77,272,203,318,
Andreoli, John,607430,2018,.246,34,136,89,145,
Blandino, Alex,607468,2018,.279,29,262,181,330,
Freeland, Kyle,607536,2018,.110,32,107,99,144,
Pillar, Kevin,607680,2018,.302,421,1008,633,945,
Stallings, Jacob,607732,2018,.222,22,87,57,88,
Travis, Sam,607752,2018,.281,20,75,52,83,
Williamson, Mac,607776,2018,.298,62,214,156,214,
Ramirez, Jose,608070,2018,.391,315,1585,826,1360,
Bregman, Alex,608324,2018,.396,267,1469,779,1348,
Gallo, Joey,608336,2018,.343,389,1317,752,1031,
Kelly, Carson,608348,2018,.162,11,65,59,92,
Russell, Addison,608365,2018,.290,264,944,616,894,
Seager, Corey,608369,2018,.324,40,211,165,214,
Wacha, Michael,608379,2018,.094,11,55,48,79,
Williams, Nick,608384,2018,.324,257,852,573,830,
Winker, Jesse,608385,2018,.366,113,637,400,616,
Lugo, Dawel,608475,2018,.255,76,199,105,162,
Marquez, German,608566,2018,.283,51,87,68,98,
Mazara, Nomar,608577,2018,.324,383,1190,626,997,
