name,take precision,take recall,take fscore,woba
 Carlos Santana,0.7071516646115906,0.7904893177119228,0.7465017897819721,0.333
 Gerardo Parra,0.7545691906005222,0.6889153754469607,0.7202492211838006,0.313
 Jhoulys Chacin,0.6209677419354839,0.6814159292035398,0.6497890295358649,0.175
 Carlos Gonzalez,0.7566988210075026,0.6775431861804223,0.7149367088607596,0.338
 Luis Valbuena,0.703125,0.7075471698113207,0.7053291536050157,0.253
 Jordy Mercer,0.6484458735262594,0.7210965435041716,0.682844243792325,0.296
 Brandon Belt,0.7904761904761904,0.7701030927835052,0.7801566579634465,0.327
 Tyson Ross,0.6666666666666666,0.782608695652174,0.72,0.206
 Yonder Alonso,0.7472222222222222,0.6956896551724138,0.7205357142857142,0.319
 Ryan Flaherty,0.7317073170731707,0.7736389684813754,0.7520891364902507,0.258
 Justin Smoak,0.7080191912268677,0.7743628185907047,0.7397064088793412,0.349
 Ryan Zimmerman,0.6675324675324675,0.7614814814814815,0.7114186851211073,0.351
 Jeremy Hellickson,0.40350877192982454,0.5348837209302325,0.4599999999999999,0.066
 Jed Lowrie,0.7295469912102772,0.7858703568827385,0.7566619915848527,0.347
 Pedro Alvarez,0.6888888888888889,0.7508650519031141,0.7185430463576158,0.304
 Clayton Kershaw,0.6153846153846154,0.6857142857142857,0.6486486486486486,0.287
 Alex Avila,0.6573643410852713,0.8724279835390947,0.7497789566755083,0.273
 Peter Bourjos,0.6702127659574468,0.75,0.7078651685393258,0.258
 Michael Brantley Jr.,0.6916334661354582,0.7627416520210897,0.7254492269118261,0.359
 Jason Castro,0.7329192546583851,0.8309859154929577,0.778877887788779,0.231
 Tony Cruz,0.5348837209302325,0.48936170212765956,0.5111111111111111,0.194
 Chase d'Arnaud,0.6567164179104478,0.6285714285714286,0.6423357664233577,0.266
 Wade Miley,0.5714285714285714,0.5106382978723404,0.5393258426966292,0.182
 Logan Morrison,0.7493224932249323,0.7353723404255319,0.7422818791946308,0.283
 Gorkys Hernandez,0.718213058419244,0.7044943820224719,0.711287577992059,0.292
 Jesus Sucre,0.7098976109215017,0.5909090909090909,0.6449612403100776,0.219
 Yoenis Cespedes,0.68561872909699,0.6634304207119741,0.6743421052631579,0.345
 Yuli Gurriel,0.7085533262935586,0.6546341463414634,0.6805273833671399,0.323
 Gordon Beckham,0.8,0.7741935483870968,0.7868852459016393,0.212
 Ronny Rodriguez,0.6914893617021277,0.6190476190476191,0.6532663316582915,0.257
 Yangervis Solarte,0.7768187422934648,0.6237623762376238,0.6919275123558484,0.284
 Miguel Rojas,0.6579739217652959,0.6776859504132231,0.6676844783715014,0.281
 Jose Quintana,0.5480769230769231,0.6705882352941176,0.6031746031746031,0.068
 Eduardo Escobar,0.7219298245614035,0.6465043205027494,0.6821384169084129,0.346
 Jose Martinez,0.7007518796992481,0.739095955590801,0.7194133539174066,0.356
 Moises Sierra,0.6721311475409836,0.7387387387387387,0.7038626609442059,0.191
 Ehire Adrianza,0.6988950276243094,0.7343976777939042,0.7162066525123849,0.294
 Juan Lagares,0.6990291262135923,0.6857142857142857,0.6923076923076924,0.329
 Abraham Almonte,0.6904761904761905,0.718266253869969,0.7040971168437026,0.244
 David Freese,0.6689655172413793,0.7722929936305732,0.7169253510716924,0.357
 Khris Davis,0.7661417322834646,0.7679558011049724,0.7670476941269216,0.365
 Tommy Pham,0.6592427616926503,0.8094804010938924,0.7266775777414075,0.359
 Lonnie Chisenhall,0.732620320855615,0.7210526315789474,0.726790450928382,0.366
 J.D. Martinez,0.764,0.7074074074074074,0.7346153846153844,0.427
 Kristopher Negron,0.6911764705882353,0.7230769230769231,0.7067669172932332,0.242
 Danny Valencia,0.6683087027914614,0.7320143884892086,0.6987124463519314,0.31
 Josh Reddick,0.7144212523719166,0.7268339768339769,0.720574162679426,0.311
 Craig Gentry,0.7020057306590258,0.7632398753894081,0.7313432835820894,0.295
 Jarrod Dyson,0.6441351888667992,0.7788461538461539,0.7051142546245919,0.244
 Daniel Murphy,0.6816,0.7064676616915423,0.6938110749185668,0.338
 Chase Anderson,0.4722222222222222,0.53125,0.4999999999999999,0.078
 Paul Goldschmidt,0.6976047904191617,0.7396825396825397,0.7180277349768875,0.39
 Derek Holland,0.6116504854368932,0.6363636363636364,0.6237623762376238,0.068
 Marwin Gonzalez,0.6804878048780488,0.7015926236378877,0.6908790755262072,0.318
 Sandy Leon,0.6791530944625407,0.6915422885572139,0.6852917009038619,0.227
 Adrian Sanchez,0.7425742574257426,0.7009345794392523,0.7211538461538461,0.275
 Francisco Pena,0.660377358490566,0.5263157894736842,0.5857740585774058,0.215
 Jose Altuve,0.7214734950584007,0.6982608695652174,0.7096774193548389,0.363
 Cesar Hernandez,0.6661246612466125,0.8204272363150867,0.7352677236015556,0.32
 Jean Segura,0.6737967914438503,0.6798561151079137,0.6768128916741272,0.327
 Francisco Arcia,0.6390532544378699,0.6,0.6189111747851003,0.277
 Starlin Castro,0.6779661016949152,0.7260726072607261,0.701195219123506,0.315
 Starling Marte,0.7402723735408561,0.6583044982698962,0.696886446886447,0.337
 Jose Pirela,0.6531914893617021,0.6985210466439136,0.6750962067069819,0.283
 Chad Bettis,0.6060606060606061,0.75,0.670391061452514,0.112
 Jabari Blash,0.7256637168141593,0.780952380952381,0.7522935779816513,0.163
 Madison Bumgarner,0.7,0.6436781609195402,0.6706586826347305,0.165
 Juan Centeno,0.6590909090909091,0.7631578947368421,0.7073170731707317,0.197
 Charlie Culberson,0.7118959107806692,0.6320132013201321,0.6695804195804196,0.335
 Daniel Descalso,0.697979797979798,0.8025551684088269,0.7466234467855213,0.341
 Derek Dietrich,0.7142857142857143,0.6818181818181818,0.6976744186046512,0.326
 Josh Donaldson,0.7212475633528265,0.7789473684210526,0.7489878542510121,0.345
 Freddie Freeman,0.8152542372881356,0.6891117478510028,0.7468944099378881,0.378
 Yasmani Grandal,0.6604477611940298,0.8016304347826086,0.7242225859247136,0.352
 Matt Harvey,0.5625,0.6585365853658537,0.6067415730337078,0.089
 Jason Heyward,0.685370741482966,0.7154811715481172,0.7001023541453429,0.319
 Pete Kozma,0.6503496503496503,0.7380952380952381,0.6914498141263941,0.249
 DJ LeMahieu,0.6438140267927502,0.7678571428571429,0.700385769395628,0.322
 Jonathan Lucroy,0.5967741935483871,0.7237163814180929,0.6541436464088397,0.271
 Devin Mesoraco,0.6990990990990991,0.7279549718574109,0.713235294117647,0.302
 Mitch Moreland,0.7652081109925294,0.7515723270440252,0.7583289264939186,0.325
 Mike Moustakas,0.7295154185022027,0.6576648133439238,0.6917293233082706,0.329
 Anthony Rizzo,0.7124901806755696,0.7031007751937984,0.7077643386656263,0.359
 Austin Romine,0.679920477137177,0.6627906976744186,0.6712463199214918,0.307
 Jake Smolinski,0.6511627906976745,0.7466666666666667,0.6956521739130435,0.168
 Eric Sogard,0.6527777777777778,0.8138528138528138,0.7244701348747592,0.194
 Steven Souza Jr.,0.7213375796178344,0.773037542662116,0.7462932454695222,0.299
 Giancarlo Stanton,0.7373300370828183,0.7130902570233114,0.7250075964752356,0.36
 Matt Szczur,0.6967741935483871,0.72,0.7081967213114754,0.242
 Eric Thames,0.7145328719723183,0.7283950617283951,0.7213973799126638,0.33
 Freddy Galvis,0.7015873015873015,0.65,0.6748091603053434,0.294
 Salvador Perez,0.7243047158403869,0.5577281191806331,0.6301946344029459,0.304
 Logan Forsythe,0.5981651376146789,0.8601583113456465,0.7056277056277056,0.274
 Wilmer Flores,0.6848484848484848,0.7142857142857143,0.6992574257425743,0.316
 Jefry Marte,0.6956521739130435,0.7417218543046358,0.717948717948718,0.281
 Julio Teheran,0.5473684210526316,0.7027027027027027,0.6153846153846154,0.19
 Ryan LaMarre,0.6801075268817204,0.7228571428571429,0.7008310249307479,0.306
 Avisail Garcia,0.7798634812286689,0.598951507208388,0.6775389177168273,0.304
 Hernan Perez,0.6339144215530903,0.6359300476947536,0.6349206349206349,0.292
 Carlos Perez,0.6482758620689655,0.6482758620689655,0.6482758620689655,0.175
 Ender Inciarte,0.7041666666666667,0.690359477124183,0.6971947194719472,0.308
 Marcell Ozuna,0.7476871320437343,0.7221770917952883,0.7347107438016528,0.327
 Jonathan Villar,0.7398739873987399,0.7223198594024605,0.7309915518008004,0.312
 Rafael Ortega,0.6729559748427673,0.7588652482269503,0.7133333333333334,0.251
 Danny Santana,0.7719298245614035,0.676923076923077,0.7213114754098361,0.259
 Tomas Telis,0.7105263157894737,0.6136363636363636,0.6585365853658537,0.227
 Jesus Aguilar,0.6666666666666666,0.6616766467065869,0.6641622839969948,0.374
 Tyler Anderson,0.514018691588785,0.7051282051282052,0.5945945945945945,0.133
 Jett Bandy,0.7265625,0.6118421052631579,0.6642857142857141,0.245
 Tim Beckham,0.6779026217228464,0.7220744680851063,0.6992916934964584,0.288
 Keon Broxton,0.7487437185929648,0.7760416666666666,0.762148337595908,0.299
 Tyler Chatwood,0.5423728813559322,0.7111111111111111,0.6153846153846154,0.162
 Brandon Crawford,0.7514177693761814,0.7022968197879859,0.7260273972602739,0.306
 C.J. Cron,0.7150890346766635,0.6510238907849829,0.6815542652970076,0.347
 Anthony DeSclafani,0.5324675324675324,0.6612903225806451,0.5899280575539568,0.153
 Tim Federowicz,0.5576923076923077,0.7733333333333333,0.6480446927374302,0.284
 Isaac Galloway,0.7027027027027027,0.697986577181208,0.7003367003367004,0.304
 Yan Gomes,0.7171974522292993,0.6463834672789897,0.6799516908212561,0.326
 Robbie Grossman,0.7006200177147919,0.8317560462670873,0.7605769230769232,0.333
 Josh Harrison,0.7035830618892508,0.638109305760709,0.6692486444616575,0.285
 Kyle Hendricks,0.49324324324324326,0.7604166666666666,0.5983606557377049,0.085
 Chris Herrmann,0.7566137566137566,0.7606382978723404,0.7586206896551724,0.321
 Aaron Hicks,0.7303822937625755,0.8175675675675675,0.7715196599362381,0.36
 John Hicks,0.748,0.6192052980132451,0.6775362318840581,0.311
 Kyle Higashioka,0.7062937062937062,0.753731343283582,0.7292418772563176,0.248
 Eric Hosmer,0.7324052590873936,0.707244212098581,0.7196048632218844,0.309
 Caleb Joseph,0.6920152091254753,0.6829268292682927,0.6874409820585459,0.251
 Jason Kipnis,0.6747430249632893,0.7411290322580645,0.706379707916987,0.308
 Mikie Mahtook,0.6802610114192496,0.7707948243992606,0.7227036395147314,0.276
 James McCann,0.6582809224318659,0.6840958605664488,0.670940170940171,0.256
 Brad Miller,0.701010101010101,0.6871287128712872,0.6940000000000001,0.312
 Mike Montgomery,0.5,0.5178571428571429,0.5087719298245614,0.098
 Anthony Rendon,0.6952303961196443,0.7617360496014172,0.7269653423499578,0.383
 Tanner Roark,0.5473684210526316,0.5909090909090909,0.5683060109289617,0.209
 Marcus Semien,0.6846679081315953,0.7643797643797644,0.7223313686967912,0.307
 Travis Shaw,0.7223065250379362,0.7478397486252946,0.734851408722501,0.351
 JB Shuck,0.64,0.7191011235955056,0.6772486772486772,0.219
 George Springer III,0.7052480230050323,0.7822966507177034,0.7417769376181476,0.34
 Dee Strange-Gordon,0.6382978723404256,0.6050955414012739,0.6212534059945505,0.277
 Christian Vazquez,0.666023166023166,0.7069672131147541,0.6858846918489065,0.24
 Kolten Wong,0.6770114942528735,0.7619663648124192,0.7169811320754716,0.314
 Didi Gregorius,0.7654075546719682,0.6689834926151172,0.7139545665275845,0.35
 Leury Garcia,0.7268170426065163,0.6004140786749482,0.6575963718820861,0.295
 Stephen Strasburg,0.6559139784946236,0.7349397590361446,0.6931818181818181,0.134
 Randal Grichuk,0.7113866967305524,0.6727078891257996,0.6915068493150686,0.34
 Jake Marisnick,0.714975845410628,0.6592427616926503,0.6859791425260718,0.29
 Max Stassi,0.6881918819188192,0.7987152034261242,0.7393458870168483,0.313
 Mike Trout,0.6679269061121613,0.8185328185328186,0.7356002775850103,0.447
 Odubel Herrera,0.7009174311926606,0.617124394184168,0.6563573883161511,0.315
 Albert Almora Jr.,0.6808803301237965,0.6051344743276283,0.6407766990291262,0.305
 Nicky Delmonico,0.7245901639344262,0.7106109324758842,0.7175324675324675,0.292
 Tony Wolters,0.7216035634743875,0.7641509433962265,0.7422680412371134,0.261
 Michael Lorenzen,0.7758620689655172,0.6081081081081081,0.6818181818181819,0.432
 Bryce Harper,0.8058936579115952,0.7474747474747475,0.7755856966707768,0.376
 Roberto Perez,0.6457925636007827,0.7838479809976246,0.7081545064377682,0.236
 Hyun Jin Ryu,0.6290322580645161,0.78,0.6964285714285714,0.282
 Leonys Martin,0.7522522522522522,0.7303206997084548,0.7411242603550297,0.323
 Jose Abreu,0.6772093023255814,0.6517457475380484,0.6642335766423357,0.337
 Ross Stripling,0.46153846153846156,0.5581395348837209,0.5052631578947369,0.08
 Elias Diaz,0.6848381601362862,0.73224043715847,0.7077464788732394,0.34
 Omar Narvaez,0.6640106241699867,0.7987220447284346,0.7251631617113851,0.348
 Willians Astudillo,0.7461538461538462,0.610062893081761,0.671280276816609,0.379
 Dixon Machado,0.6358267716535433,0.7425287356321839,0.6850477200424178,0.244
 Eugenio Suarez,0.7164179104477612,0.78239608801956,0.7479548110634984,0.376
 Zack Wheeler,0.5411764705882353,0.5287356321839081,0.5348837209302326,0.183
 Gregory Polanco,0.7487562189054726,0.7550167224080268,0.7518734388009992,0.353
 Domingo Santana,0.7204968944099379,0.7160493827160493,0.718266253869969,0.319
 Erik Gonzalez,0.7450199203187251,0.6875,0.7151051625239007,0.294
 Gio Urshela,0.7011494252873564,0.7176470588235294,0.7093023255813954,0.27
 Yolmer Sanchez,0.6622710622710622,0.686408504176158,0.674123788217748,0.297
 Jose Urena,0.5135135135135135,0.4810126582278481,0.49673202614379086,0.057
 Jonathan Schoop,0.7575360419397117,0.609704641350211,0.6756282875511397,0.29
 Christian Villanueva,0.7344877344877345,0.6593264248704663,0.6948805460750854,0.323
 Matt Adams,0.7395498392282959,0.6666666666666666,0.701219512195122,0.334
 Aaron Altherr,0.7126984126984127,0.7728055077452668,0.7415359207266722,0.282
 Nolan Arenado,0.745958429561201,0.6976241900647948,0.7209821428571428,0.391
 Tucker Barnhart,0.7323279924599434,0.7536372453928225,0.7428298279158699,0.307
 Justin Bour,0.6738056013179572,0.7349505840071878,0.7030511388053289,0.324
 Patrick Corbin,0.5693430656934306,0.6964285714285714,0.6265060240963856,0.195
 Noel Cuevas,0.7298578199052133,0.6443514644351465,0.6844444444444444,0.254
 Matt Davidson,0.7034482758620689,0.7493112947658402,0.7256558470431301,0.321
 Kyle Farmer,0.6666666666666666,0.6938775510204082,0.6799999999999999,0.278
 David Freitas,0.7559808612440191,0.7939698492462312,0.7745098039215687,0.262
 Scooter Gennett,0.7398230088495575,0.6367098248286367,0.6844044207941057,0.362
 Brian Goodwin,0.6466942148760331,0.7766749379652605,0.705749718151071,0.311
 Billy Hamilton,0.680327868852459,0.7316356513222331,0.7050495516753186,0.277
 Mitch Haniger,0.6673003802281369,0.7754050073637703,0.7173024523160763,0.367
 Enrique Hernandez,0.7103984450923226,0.7719112988384371,0.7398785425101215,0.342
 Brock Holt,0.6335877862595419,0.8024861878453039,0.7081048141377209,0.338
 Spencer Kieboom,0.6936026936026936,0.8142292490118577,0.7490909090909091,0.29
 Jake Lamb,0.6469534050179212,0.7568134171907757,0.697584541062802,0.29
 Luke Maile,0.6857670979667283,0.7602459016393442,0.7210884353741496,0.31
 Deven Marrero,0.7261904761904762,0.7093023255813954,0.7176470588235294,0.196
 Steven Matz,0.6754385964912281,0.6875,0.6814159292035398,0.186
 Miles Mikolas,0.5208333333333334,0.5319148936170213,0.5263157894736842,0.181
 Max Muncy,0.66875,0.8113744075829384,0.7331905781584582,0.407
 John Ryan Murphy,0.6632231404958677,0.693304535637149,0.6779303062302006,0.265
 Wil Myers,0.6772908366533864,0.6929347826086957,0.6850235057085292,0.328
 Tyler Naquin,0.6396103896103896,0.6273885350318471,0.6334405144694534,0.282
 Chris Owings,0.6936936936936937,0.660377358490566,0.6766256590509666,0.25
 Josh Phegley,0.69377990430622,0.6839622641509434,0.6888361045130642,0.259
 Stephen Piscotty,0.7090367428003972,0.6568537258509659,0.6819484240687679,0.351
 AJ Pollock,0.6801801801801802,0.7105882352941176,0.6950517836593786,0.338
 Joey Rickard,0.6483050847457628,0.6938775510204082,0.6703176341730558,0.309
 Kyle Seager,0.7067783701447068,0.7261345852895149,0.7163257429563875,0.288
 Andrew Susac,0.6607142857142857,0.8604651162790697,0.7474747474747474,0.116
 Michael A. Taylor,0.7144808743169399,0.7001338688085676,0.7072346179851251,0.28
 Trayce Thompson,0.6449704142011834,0.7194719471947195,0.6801872074882995,0.162
 Luke Voit III,0.7703488372093024,0.7528409090909091,0.7614942528735633,0.447
 Christian Walker,0.851063829787234,0.6504065040650406,0.7373271889400923,0.264
 Mike Zunino,0.7042577675489068,0.6938775510204082,0.6990291262135923,0.288
 Robbie Erlin,0.4375,0.7,0.5384615384615384,0.212
 Ryan Goins,0.6331877729257642,0.7073170731707317,0.6682027649769585,0.246
 Lane Adams,0.7017543859649122,0.7272727272727273,0.7142857142857142,0.369
 Matt Carpenter,0.674732695554305,0.8139850644942295,0.7378461538461538,0.375
 Corey Dickerson,0.7571251548946716,0.5824594852240229,0.6584051724137931,0.341
 Brian Dozier,0.6658130601792573,0.7652685798381162,0.7120849024306745,0.304
 Tyler Saladino,0.6123076923076923,0.7595419847328244,0.678023850085179,0.302
 Dan Straily,0.6181818181818182,0.85,0.7157894736842104,0.275
 Willson Contreras,0.701688555347092,0.6875,0.6945218198700093,0.321
 Jedd Gyorko,0.7085781433607521,0.7291414752116082,0.7187127532777114,0.333
 Jose Iglesias,0.6175771971496437,0.6060606060606061,0.6117647058823529,0.304
 Devon Travis,0.6857541899441341,0.7054597701149425,0.6954674220963172,0.283
 Adeiny Hechavarria,0.7075664621676891,0.6223021582733813,0.6622009569377991,0.268
 Ronald Torreyes,0.6424242424242425,0.6272189349112426,0.6347305389221557,0.287
 Jose Osuna,0.6582914572864321,0.6752577319587629,0.6666666666666666,0.276
 Breyvic Valera,0.6666666666666666,0.7971014492753623,0.7260726072607261,0.256
 Tyler Austin,0.7396768402154399,0.7042735042735043,0.7215411558669004,0.325
 Kris Bryant,0.7314606741573034,0.7076086956521739,0.7193370165745857,0.359
 Mark Canha,0.6549222797927461,0.7272727272727273,0.6892039258451472,0.334
 Curt Casali,0.7,0.7692307692307693,0.7329842931937172,0.347
 Nick Castellanos,0.760036496350365,0.6447368421052632,0.6976549413735345,0.363
 Kaleb Cowart,0.71900826446281,0.6850393700787402,0.7016129032258064,0.203
 Delino DeShields,0.6527331189710611,0.7797695262483995,0.7106184364060677,0.271
 Brandon Drury,0.6455026455026455,0.7305389221556886,0.6853932584269664,0.236
 Mike Foltynewicz,0.5520833333333334,0.5463917525773195,0.5492227979274611,0.052
